2.2	77.2	108.5	77.2	108.5
2.25	78	108.6	78	108.6
2.3	78.8	108.7	78.8	108.7
2.35	79.6	108.8	79.6	108.8
2.4	80.4	108.9	80.4	108.9
2.45	81.2	109	81.2	109
2.5	82	109.1	82	109.1
2.55	82.8	109.2	82.8	109.2
2.6	83.6	109.3	83.6	109.3
2.65	84.4	109.4	84.4	109.4
2.7	85.2	109.5	85.2	109.5
2.75	86	109.6	86	109.6
2.8	86.8	109.7	86.8	109.7
2.85	87.6	109.8	87.6	109.8
2.9	88.4	109.9	88.4	109.9
2.95	89.2	110	89.2	110
3	90	110.1	90	110.1
3.05	90.8	110.2	90.8	110.2
3.1	91.6	110.3	91.6	110.3
3.15	92.4	110.4	92.4	110.4
3.2	93.2	110.5	93.2	110.5
3.25	94	110.6	94	110.6
3.3	94.8	110.7	94.8	110.7
3.35	95.6	110.8	95.6	110.8
3.4	96.4	110.9	96.4	110.9
3.45	97.2	111	97.2	111
3.5	98	111.1	98	111.1
3.55	98.8	111.2	98.8	111.2
3.6	99.6	111.3	99.6	111.3
3.65	100.4	111.4	100.4	111.4
3.7	101.2	111.5	101.2	111.5
3.75	102	111.6	102	111.6
3.8	102.8	111.7	102.8	111.7
3.85	103.6	111.8	103.6	111.8
3.9	104.4	111.9	104.4	111.9
3.95	105.2	112	105.2	112
4	106	112.1	106	112.1
4.05	106.8	112.2	106.8	112.2
4.1	107.6	112.3	107.6	112.3
4.15	108.4	112.4	108.4	112.4
4.2	109.2	112.5	109.2	112.5
4.25	110	112.6	110	112.6
4.3	110.8	112.7	110.8	112.7
4.35	111.6	112.8	111.6	112.8
4.4	112.4	112.9	112.4	112.9
4.45	113.2	113	113.2	113
4.5	114	113.1	114	113.1
4.55	114.8	113.2	114.8	113.2
4.6	115.6	113.3	115.6	113.3
4.65	116.4	113.4	116.4	113.4
4.7	117.2	113.5	117.2	113.5
4.75	118	113.6	118	113.6
4.8	118.8	113.7	118.8	113.7
4.85	119.6	113.8	119.6	113.8
4.9	120.4	113.9	120.4	113.9
4.95	121.2	114	121.2	114
5	122	114.1	122	114.1
5.05	122.8	114.2	122.8	114.2
5.1	123.6	114.3	123.6	114.3
5.15	124.4	114.4	124.4	114.4
5.2	125.2	114.5	125.2	114.5
5.25	126	114.6	126	114.6
5.3	126.8	114.7	126.8	114.7
5.35	127.6	114.8	127.6	114.8
5.4	128.4	114.9	128.4	114.9
5.45	129.2	115	129.2	115
5.5	130	115.1	130	115.1
5.55	130.8	115.2	130.8	115.2
5.6	131.6	115.3	131.6	115.3
5.65	132.4	115.4	132.4	115.4
5.7	133.2	115.5	133.2	115.5
5.75	134	115.6	134	115.6
5.8	134.8	115.7	134.8	115.7
5.85	135.6	115.8	135.6	115.8
5.9	136.4	115.9	136.4	115.9
5.95	137.2	116	137.2	116
6	138	116.1	138	116.1
6.05	138.8	116.2	138.8	116.2
6.1	139.6	116.3	139.6	116.3
6.15	140.4	116.4	140.4	116.4
6.2	141.2	116.5	141.2	116.5
6.25	142	116.6	142	116.6
6.3	142.8	116.7	142.8	116.7
6.35	143.6	116.8	143.6	116.8
6.4	144.4	116.9	144.4	116.9
6.45	145.2	117	145.2	117
6.5	146	117.1	146	117.1
6.55	146.8	117.2	146.8	117.2
6.6	147.6	117.3	147.6	117.3
6.65	148.4	117.4	148.4	117.4
6.7	149.2	117.5	149.2	117.5
6.75	150	117.6	150	117.6
6.8	150.8	117.7	150.8	117.7
6.85	151.6	117.8	151.6	117.8
6.9	152.4	117.9	152.4	117.9
6.95	153.2	118	153.2	118
7	154	118.1	154	118.1
7.05	154.8	118.2	154.8	118.2
7.1	155.6	118.3	155.6	118.3
7.15	156.4	118.4	156.4	118.4
7.2	157.2	118.5	157.2	118.5
7.25	158	118.6	158	118.6
7.3	158.8	118.7	158.8	118.7
7.35	159.6	118.8	159.6	118.8
7.4	160.4	118.9	160.4	118.9
7.45	161.2	119	161.2	119
7.5	162	119.1	162	119.1
7.55	162.8	119.2	162.8	119.2
7.6	163.6	119.3	163.6	119.3
7.65	164.4	119.4	164.4	119.4
7.7	165.2	119.5	165.2	119.5
7.75	166	119.6	166	119.6
7.8	166.8	119.7	166.8	119.7
7.85	167.6	119.8	167.6	119.8
7.9	168.4	119.9	168.4	119.9
7.95	169.2	120	169.2	120
8	170	120.1	170	120.1
8.05	170.8	120.2	170.8	120.2
8.1	171.6	120.3	171.6	120.3
8.15	172.4	120.4	172.4	120.4
8.2	173.2	120.5	173.2	120.5
8.25	174	120.6	174	120.6
8.3	174.8	120.7	174.8	120.7
8.35	175.6	120.8	175.6	120.8
8.4	176.4	120.9	176.4	120.9
8.45	177.2	121	177.2	121
8.5	178	121.1	178	121.1
8.55	178.8	121.2	178.8	121.2
8.6	179.6	121.3	179.6	121.3
8.65	180.4	121.4	180.4	121.4
8.7	181.2	121.5	181.2	121.5
8.75	182	121.6	182	121.6
8.8	182.8	121.7	182.8	121.7
8.85	183.6	121.8	183.6	121.8
8.9	184.4	121.9	184.4	121.9
8.95	185.2	122	185.2	122
9	186	122.1	186	122.1
